Calendar year,State/Territory,School Sector,Sex/Gender,Geolocation,Indigenous Status,Disaggregation,School Year Level,Attendance Rate,Attendance Level
2022,Victoria,Government,All,All,All,All,Year 8,85.6,49.1
2022,Victoria,Government,All,All,All,All,Year 9,84.7,47.8
2022,Victoria,Government,All,All,All,All,Year 10,85.2,51.2
2022,Victoria,Government,All,All,All,All,Primary Ungraded,81.8,38.8
2022,Victoria,Government,All,All,All,All,Secondary Ungraded,79.8,43
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-10,88.9,55.7
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-6,89.4,57.5
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Years 7-10,88.4,53.7
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,89,55.4
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,89.3,57.8
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,89.7,59.4
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,89.5,58.4
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,89.6,58.2
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,89.2,56.1
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,90,59.9
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,88.4,52.7
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,88,51.6
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,87.1,50.3
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Primary Ungraded,91.2,67
2022,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,91.5,61.2
2022,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 1-10,86.5,42.8
2022,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 1-6,87.5,46.1
2022,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 7-10,85.2,38.8
2022,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 1,87.9,46.8
2022,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 2,88,48.2
2022,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 3,87.8,47.8
2022,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 4,87.7,47.1
2022,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 5,87.1,44.2
2022,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 6,86.8,42.3
2022,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 7,87.3,45.8
2022,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 8,85.1,37.3
2022,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 9,84.3,37.2
2022,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 10,83.8,34.8
2022,Victoria,All non-government,All,Inner Regional,All,Inner regional,Secondary Ungraded,66.5,18.4
2022,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 1-10,85.7,40.2
2022,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 1-6,86.3,41.2
2022,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 7-10,84.8,38.5
2022,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 1,86.5,42.2
2022,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 2,86.8,42.9
2022,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 3,86.8,43.5
2022,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 4,86.1,38.8
2022,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 5,86,41.1
2022,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 6,85.6,38.5
2022,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 7,84.8,34
2022,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 8,82.6,28.4
2022,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 9,87.6,51.5
2022,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 10,82,31.2
2022,Victoria,All non-government,All,Outer Regional,All,Outer regional,Primary Ungraded,92.2,72
2022,Victoria,All non-government,All,Outer Regional,All,Outer regional,Secondary Ungraded,93.4,61.5
2022,Victoria,All non-government,All,All,All,1st Quarter,Years 1-10,83.7,50.4
2022,Victoria,All non-government,All,All,All,2nd Quarter,Years 1-10,87.1,50.6
2022,Victoria,All non-government,All,All,All,3rd Quarter,Years 1-10,87.4,48.1
2022,Victoria,All non-government,All,All,All,4th Quarter,Years 1-10,89.2,55.8
2022,Victoria,All non-government,All,All,All,All,Years 1-10,88.4,52.8
2022,Victoria,All non-government,All,All,All,All,Years 1-6,88.9,54.8
2022,Victoria,All non-government,All,All,All,All,Years 7-10,87.7,50.5
2022,Victoria,All non-government,All,All,All,All,Year 1,88.7,53.2
2022,Victoria,All non-government,All,All,All,All,Year 2,89,55.3
2022,Victoria,All non-government,All,All,All,All,Year 3,89.2,56.6
2022,Victoria,All non-government,All,All,All,All,Year 4,89.1,55.6
2022,Victoria,All non-government,All,All,All,All,Year 5,89,54.9
2022,Victoria,All non-government,All,All,All,All,Year 6,88.6,52.9
2022,Victoria,All non-government,All,All,All,All,Year 7,89.4,56.7
2022,Victoria,All non-government,All,All,All,All,Year 8,87.7,49.3
2022,Victoria,All non-government,All,All,All,All,Year 9,87.3,48.9
2022,Victoria,All non-government,All,All,All,All,Year 10,86.4,47
2022,Victoria,All non-government,All,All,All,All,Primary Ungraded,91.3,67.3
2022,Victoria,All non-government,All,All,All,All,Secondary Ungraded,82.7,45.8
2021,Victoria,Government,All,Major Cities,All,Major cities,Years 1-10,92.5,77.4
2021,Victoria,Government,All,Major Cities,All,Major cities,Years 1-6,93.6,81.3
2021,Victoria,Government,All,Major Cities,All,Major cities,Years 7-10,90.9,71.6
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 1,93.4,80.5
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 2,93.6,80.9
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 3,93.9,82.6
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 4,93.7,81.7
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 5,93.6,81.4
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 6,93.3,80.5
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 7,93,78.8
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 8,90.8,70.6
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 9,90,68.5
2021,Victoria,Government,All,Major Cities,All,Major cities,Year 10,89.8,68.4
2021,Victoria,Government,All,Major Cities,All,Major cities,Primary Ungraded,87.5,56.1
2021,Victoria,Government,All,Major Cities,All,Major cities,Secondary Ungraded,85.1,56.6
2021,Victoria,Government,All,Inner Regional,All,Inner regional,Years 1-10,90,67.2
2021,Victoria,Government,All,Inner Regional,All,Inner regional,Years 1-6,91.9,73.5
2021,Victoria,Government,All,Inner Regional,All,Inner regional,Years 7-10,86.7,56.3
2021,Victoria,Government,All,Inner Regional,All,Inner regional,Year 1,92.1,74
2021,Victoria,Government,All,Inner Regional,All,Inner regional,Year 2,92.3,75.1
2021,Victoria,Government,All,Inner Regional,All,Inner regional,Year 3,92.4,75.4
2021,Victoria,Government,All,Inner Regional,All,Inner regional,Year 4,92,73.6
2021,Victoria,Government,All,Inner Regional,All,Inner regional,Year 5,91.7,72.7
2021,Victoria,Government,All,Inner Regional,All,Inner regional,Year 6,91,70.3
2021,Victoria,Government,All,Inner Regional,All,Inner regional,Year 7,89.6,65
2021,Victoria,Government,All,Inner Regional,All,Inner regional,Year 8,86.7,55.4
2021,Victoria,Government,All,Inner Regional,All,Inner regional,Year 9,85.2,52.2
2021,Victoria,Government,All,Inner Regional,All,Inner regional,Year 10,85.4,52.5
2021,Victoria,Government,All,Inner Regional,All,Inner regional,Primary Ungraded,87.7,57.9
2021,Victoria,Government,All,Inner Regional,All,Inner regional,Secondary Ungraded,83.4,52.4
2021,Victoria,Government,All,Outer Regional,All,Outer regional,Years 1-10,89.6,66.1
2021,Victoria,Government,All,Outer Regional,All,Outer regional,Years 1-6,91.4,71.4
2021,Victoria,Government,All,Outer Regional,All,Outer regional,Years 7-10,87.5,59.5
2021,Victoria,Government,All,Outer Regional,All,Outer regional,Year 1,91.3,70.1
2021,Victoria,Government,All,Outer Regional,All,Outer regional,Year 2,91.4,70.7
2021,Victoria,Government,All,Outer Regional,All,Outer regional,Year 3,91.6,72.1
2021,Victoria,Government,All,Outer Regional,All,Outer regional,Year 4,91.9,74.3
2021,Victoria,Government,All,Outer Regional,All,Outer regional,Year 5,91.6,72.4
2021,Victoria,Government,All,Outer Regional,All,Outer regional,Year 6,90.6,68.8
2021,Victoria,Government,All,Outer Regional,All,Outer regional,Year 7,89.8,67.3
2021,Victoria,Government,All,Outer Regional,All,Outer regional,Year 8,87.2,57.7
2021,Victoria,Government,All,Outer Regional,All,Outer regional,Year 9,86.8,57.7
2021,Victoria,Government,All,Outer Regional,All,Outer regional,Year 10,86,55.1
2021,Victoria,Government,All,Outer Regional,All,Outer regional,Primary Ungraded,81.7,42.1
2021,Victoria,Government,All,Outer Regional,All,Outer regional,Secondary Ungraded,83.6,54
2021,Victoria,Government,All,Remote,All,Remote,Years 1-10,90.9,68.8
2021,Victoria,Government,All,Remote,All,Remote,Years 1-6,91.3,69.6
2021,Victoria,Government,All,Remote,All,Remote,Years 7-10,90.3,67.5
2021,Victoria,Government,All,Remote,All,Remote,Year 1,88.7,48.8
2021,Victoria,Government,All,Remote,All,Remote,Year 2,92.2,71.8
2021,Victoria,Government,All,Remote,All,Remote,Year 3,92.3,72.5
2021,Victoria,Government,All,Remote,All,Remote,Year 4,92,79.3
2021,Victoria,Government,All,Remote,All,Remote,Year 5,92,81.5
2021,Victoria,Government,All,Remote,All,Remote,Year 6,91.1,65.1
2021,Victoria,Government,All,Remote,All,Remote,Year 7,90.7,70.1
2021,Victoria,Government,All,Remote,All,Remote,Year 8,89.7,64
2021,Victoria,Government,All,Remote,All,Remote,Year 9,89.9,61
2021,Victoria,Government,All,Remote,All,Remote,Year 10,91,78.3
2021,Victoria,Government,All,All,All,1st Quarter,Years 1-10,88.8,63
2021,Victoria,Government,All,All,All,2nd Quarter,Years 1-10,90.3,68
2021,Victoria,Government,All,All,All,3rd Quarter,Years 1-10,92.2,75.4
2021,Victoria,Government,All,All,All,4th Quarter,Years 1-10,94.3,85.5
2021,Victoria,Government,All,All,All,All,Years 1-10,91.9,75
2021,Victoria,Government,All,All,All,All,Years 1-6,93.2,79.4
2021,Victoria,Government,All,All,All,All,Years 7-10,89.9,68.1
2021,Victoria,Government,All,All,All,All,Year 1,93.1,78.9
2021,Victoria,Government,All,All,All,All,Year 2,93.3,79.4
2021,Victoria,Government,All,All,All,All,Year 3,93.5,80.8
2021,Victoria,Government,All,All,All,All,Year 4,93.3,79.9
2021,Victoria,Government,All,All,All,All,Year 5,93.2,79.3
2021,Victoria,Government,All,All,All,All,Year 6,92.8,78
2021,Victoria,Government,All,All,All,All,Year 7,92.2,75.5
2021,Victoria,Government,All,All,All,All,Year 8,89.9,67.1
2021,Victoria,Government,All,All,All,All,Year 9,88.9,64.7
2021,Victoria,Government,All,All,All,All,Year 10,88.8,64.9
2021,Victoria,Government,All,All,All,All,Primary Ungraded,87.3,55.9
2021,Victoria,Government,All,All,All,All,Secondary Ungraded,84.6,55.4
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-10,93.8,83
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-6,94.3,84.9
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Years 7-10,93.3,80.8
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,94,83
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,94.3,84.7
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,94.5,85.9
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,94.4,85.6
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,94.5,85.5
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,94.2,84.3
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,94.9,87.5
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,93.6,82
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,92.7,78.1
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,91.9,75
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Primary Ungraded,95.4,93.3
2021,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,95.2,82.8
2021,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 1-10,91.9,74.1
2021,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 1-6,92.8,77.7
2021,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 7-10,90.8,69.7
2021,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 1,92.9,78.1
2021,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 2,92.9,77.9
2021,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 3,93.1,79.6
2021,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 4,92.9,77.9
2021,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 5,92.7,77.2
2021,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 6,92.4,75.8
2021,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 7,92.7,77.9
2021,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 8,90.7,68.8
2021,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 9,90.4,67.6
2021,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 10,89,63.4
2021,Victoria,All non-government,All,Inner Regional,All,Inner regional,Secondary Ungraded,81.1,43.5
2021,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 1-10,91.2,70.6
2021,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 1-6,91.7,72
2021,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 7-10,90.3,68
2021,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 1,92,72.7
2021,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 2,91.8,70.9
2021,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 3,91.6,73.7
2021,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 4,91.9,72.3
2021,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 5,91.7,72
2021,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 6,91.4,70.4
2021,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 7,91.8,74.9
2021,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 8,88.9,64.3
2021,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 9,91.9,72.8
2021,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 10,87.9,56.9
2021,Victoria,All non-government,All,Outer Regional,All,Outer regional,Primary Ungraded,95.7,90.9
2021,Victoria,All non-government,All,Outer Regional,All,Outer regional,Secondary Ungraded,98.9,100
2021,Victoria,All non-government,All,All,All,1st Quarter,Years 1-10,88.3,68.6
2021,Victoria,All non-government,All,All,All,2nd Quarter,Years 1-10,91.9,73.5
2021,Victoria,All non-government,All,All,All,3rd Quarter,Years 1-10,92.4,76.1
2021,Victoria,All non-government,All,All,All,4th Quarter,Years 1-10,94.2,84.7
2021,Victoria,All non-government,All,All,All,All,Years 1-10,93.4,80.9
2021,Victoria,All non-government,All,All,All,All,Years 1-6,93.9,83.1
2021,Victoria,All non-government,All,All,All,All,Years 7-10,92.8,78.4
2021,Victoria,All non-government,All,All,All,All,Year 1,93.7,81.7
2021,Victoria,All non-government,All,All,All,All,Year 2,93.9,83
2021,Victoria,All non-government,All,All,All,All,Year 3,94.1,84.3
2021,Victoria,All non-government,All,All,All,All,Year 4,94,83.7
2021,Victoria,All non-government,All,All,All,All,Year 5,94.1,83.5
2021,Victoria,All non-government,All,All,All,All,Year 6,93.7,82.3
2021,Victoria,All non-government,All,All,All,All,Year 7,94.4,85.4
2021,Victoria,All non-government,All,All,All,All,Year 8,93,79.2
2021,Victoria,All non-government,All,All,All,All,Year 9,92.2,75.8
2021,Victoria,All non-government,All,All,All,All,Year 10,91.3,72.6
2021,Victoria,All non-government,All,All,All,All,Primary Ungraded,94.5,91.1
2021,Victoria,All non-government,All,All,All,All,Secondary Ungraded,89.1,66.8
2019,Victoria,Government,All,Major Cities,All,Major cities,Years 1-10,91.8,73.6
2019,Victoria,Government,All,Major Cities,All,Major cities,Years 1-6,92.6,76
2019,Victoria,Government,All,Major Cities,All,Major cities,Years 7-10,90.7,70.2
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 1,92.3,74.2
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 2,92.5,75.4
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 3,93,77.5
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 4,92.8,76.9
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 5,92.8,76.9
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 6,92.4,75.2
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 7,92.7,77.2
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 8,90.5,68.4
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 9,89.6,66.4
2019,Victoria,Government,All,Major Cities,All,Major cities,Year 10,90.1,68.5
2019,Victoria,Government,All,Major Cities,All,Major cities,Primary Ungraded,83.1,58.4
2019,Victoria,Government,All,Major Cities,All,Major cities,Secondary Ungraded,84.6,56.2
2019,Victoria,Government,All,Inner Regional,All,Inner regional,Years 1-10,90.5,69
2019,Victoria,Government,All,Inner Regional,All,Inner regional,Years 1-6,92,73.7
2019,Victoria,Government,All,Inner Regional,All,Inner regional,Years 7-10,88,60.9
2019,Victoria,Government,All,Inner Regional,All,Inner regional,Year 1,92.1,73.7
2019,Victoria,Government,All,Inner Regional,All,Inner regional,Year 2,92.3,75
2019,Victoria,Government,All,Inner Regional,All,Inner regional,Year 3,92.4,75.5
2019,Victoria,Government,All,Inner Regional,All,Inner regional,Year 4,92.1,73.9
2019,Victoria,Government,All,Inner Regional,All,Inner regional,Year 5,91.9,73.1
2019,Victoria,Government,All,Inner Regional,All,Inner regional,Year 6,91.3,71.2
2019,Victoria,Government,All,Inner Regional,All,Inner regional,Year 7,90.6,69.7
2019,Victoria,Government,All,Inner Regional,All,Inner regional,Year 8,88.1,59.7
2019,Victoria,Government,All,Inner Regional,All,Inner regional,Year 9,86.7,55.9
2019,Victoria,Government,All,Inner Regional,All,Inner regional,Year 10,86.2,57.3
2019,Victoria,Government,All,Inner Regional,All,Inner regional,Primary Ungraded,86.1,59
2019,Victoria,Government,All,Inner Regional,All,Inner regional,Secondary Ungraded,84.5,55.4
2019,Victoria,Government,All,Outer Regional,All,Outer regional,Years 1-10,90.6,69.9
2019,Victoria,Government,All,Outer Regional,All,Outer regional,Years 1-6,92.2,75.5
2019,Victoria,Government,All,Outer Regional,All,Outer regional,Years 7-10,88.4,62.1
2019,Victoria,Government,All,Outer Regional,All,Outer regional,Year 1,92,74.5
2019,Victoria,Government,All,Outer Regional,All,Outer regional,Year 2,92.6,77.5
2019,Victoria,Government,All,Outer Regional,All,Outer regional,Year 3,92.7,77.8
2019,Victoria,Government,All,Outer Regional,All,Outer regional,Year 4,92.1,75.2
2019,Victoria,Government,All,Outer Regional,All,Outer regional,Year 5,91.9,74.2
2019,Victoria,Government,All,Outer Regional,All,Outer regional,Year 6,91.9,73.8
2019,Victoria,Government,All,Outer Regional,All,Outer regional,Year 7,90.6,68.7
2019,Victoria,Government,All,Outer Regional,All,Outer regional,Year 8,87.9,60.8
2019,Victoria,Government,All,Outer Regional,All,Outer regional,Year 9,87.6,59.7
2019,Victoria,Government,All,Outer Regional,All,Outer regional,Year 10,87.3,58.5
2019,Victoria,Government,All,Outer Regional,All,Outer regional,Primary Ungraded,86.7,58.6
2019,Victoria,Government,All,Outer Regional,All,Outer regional,Secondary Ungraded,85.1,59
2019,Victoria,Government,All,Remote,All,Remote,Years 1-10,92.4,74.4
2019,Victoria,Government,All,Remote,All,Remote,Years 1-6,92.5,73.9
2019,Victoria,Government,All,Remote,All,Remote,Years 7-10,92.2,75.1
2019,Victoria,Government,All,Remote,All,Remote,Year 1,92.2,72.4
2019,Victoria,Government,All,Remote,All,Remote,Year 2,91.1,62.6
2019,Victoria,Government,All,Remote,All,Remote,Year 3,92.4,73.4
2019,Victoria,Government,All,Remote,All,Remote,Year 4,92.5,67.9
2019,Victoria,Government,All,Remote,All,Remote,Year 5,93.3,81.6
2019,Victoria,Government,All,Remote,All,Remote,Year 6,93.1,82.4
2019,Victoria,Government,All,Remote,All,Remote,Year 7,94.4,84.1
2019,Victoria,Government,All,Remote,All,Remote,Year 8,92.1,72.7
2019,Victoria,Government,All,Remote,All,Remote,Year 9,91.1,74.7
2019,Victoria,Government,All,Remote,All,Remote,Year 10,91.4,69.8
2019,Victoria,Government,All,All,All,1st Quarter,Years 1-10,89.5,66.2
2019,Victoria,Government,All,All,All,2nd Quarter,Years 1-10,90.9,70.3
2019,Victoria,Government,All,All,All,3rd Quarter,Years 1-10,92,74
2019,Victoria,Government,All,All,All,4th Quarter,Years 1-10,93.5,81
2019,Victoria,Government,All,All,All,All,Years 1-10,91.5,72.6
2019,Victoria,Government,All,All,All,All,Years 1-6,92.5,75.5
2019,Victoria,Government,All,All,All,All,Years 7-10,90.1,68.1
2019,Victoria,Government,All,All,All,All,Year 1,92.3,74.1
2019,Victoria,Government,All,All,All,All,Year 2,92.4,75.4
2019,Victoria,Government,All,All,All,All,Year 3,92.8,77.1
2019,Victoria,Government,All,All,All,All,Year 4,92.6,76.2
2019,Victoria,Government,All,All,All,All,Year 5,92.6,76
2019,Victoria,Government,All,All,All,All,Year 6,92.2,74.3
2019,Victoria,Government,All,All,All,All,Year 7,92.1,75.3
2019,Victoria,Government,All,All,All,All,Year 8,89.9,66.4
2019,Victoria,Government,All,All,All,All,Year 9,89,64.1
2019,Victoria,Government,All,All,All,All,Year 10,89.2,66
2019,Victoria,Government,All,All,All,All,Primary Ungraded,83.6,58.5
2019,Victoria,Government,All,All,All,All,Secondary Ungraded,84.6,56.2
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-10,93.2,79.1
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Years 1-6,93.4,79.7
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Years 7-10,92.9,78.3
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 1,93.1,78
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 2,93.3,79.2
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 3,93.7,81
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 4,93.5,79.5
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 5,93.6,80.8
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 6,93.3,79.7
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 7,94.3,84.1
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 8,92.9,77.5
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 9,92.5,76.5
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Year 10,91.9,74.5
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Primary Ungraded,94.1,82.2
2019,Victoria,All non-government,All,Major Cities,All,Major cities,Secondary Ungraded,93,76.9
2019,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 1-10,91.8,73.9
2019,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 1-6,92.4,75.6
2019,Victoria,All non-government,All,Inner Regional,All,Inner regional,Years 7-10,91.2,71.9
2019,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 1,92.1,74.5
2019,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 2,92.4,75.8
2019,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 3,92.5,76.4
2019,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 4,92.7,76.5
2019,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 5,92.6,76.5
2019,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 6,92,73.7
2019,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 7,92.4,79.7
2019,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 8,91,69.5
2019,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 9,90.6,69.2
2019,Victoria,All non-government,All,Inner Regional,All,Inner regional,Year 10,90.4,68.2
2019,Victoria,All non-government,All,Inner Regional,All,Inner regional,Secondary Ungraded,86.4,49.5
2019,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 1-10,92,73.2
2019,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 1-6,92.1,73.5
2019,Victoria,All non-government,All,Outer Regional,All,Outer regional,Years 7-10,91.7,72.7
2019,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 1,92.1,72.8
2019,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 2,91.8,74.6
2019,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 3,92.5,76.7
2019,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 4,92.3,73
2019,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 5,92.1,71.9
2019,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 6,91.9,71.7
2019,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 7,92,74.4
2019,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 8,91.1,70.3
2019,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 9,92.9,76.7
2019,Victoria,All non-government,All,Outer Regional,All,Outer regional,Year 10,89.9,66.7
2019,Victoria,All non-government,All,Outer Regional,All,Outer regional,Secondary Ungraded,98.6,100
2019,Victoria,All non-government,All,All,All,1st Quarter,Years 1-10,90,68.3
2019,Victoria,All non-government,All,All,All,2nd Quarter,Years 1-10,92.2,74.1
2019,Victoria,All non-government,All,All,All,3rd Quarter,Years 1-10,91.9,73.2
2019,Victoria,All non-government,All,All,All,4th Quarter,Years 1-10,93.7,81.6
2019,Victoria,All non-government,All,All,All,All,Years 1-10,92.9,77.9
2019,Victoria,All non-government,All,All,All,All,Years 1-6,93.2,78.7
2019,Victoria,All non-government,All,All,All,All,Years 7-10,92.6,76.9
2019,Victoria,All non-government,All,All,All,All,Year 1,92.9,77.2
2019,Victoria,All non-government,All,All,All,All,Year 2,93.1,78.4
2019,Victoria,All non-government,All,All,All,All,Year 3,93.4,79.9
2019,Victoria,All non-government,All,All,All,All,Year 4,93.3,78.8
2019,Victoria,All non-government,All,All,All,All,Year 5,93.4,79.7
2019,Victoria,All non-government,All,All,All,All,Year 6,93,78.3
2019,Victoria,All non-government,All,All,All,All,Year 7,93.9,83.1
2019,Victoria,All non-government,All,All,All,All,Year 8,92.5,75.8
2019,Victoria,All non-government,All,All,All,All,Year 9,92.1,75.1
2019,Victoria,All non-government,All,All,All,All,Year 10,91.6,73.2
2019,Victoria,All non-government,All,All,All,All,Primary Ungraded,93.7,80.9
2019,Victoria,All non-government,All,All,All,All,Secondary Ungraded,92.5,74.7
2018,Victoria,Government,All,Major Cities,All,Major cities,Years 1-10,92.5,76.7
2018,Victoria,Government,All,Major Cities,All,Major cities,Years 1-6,93.3,79.2
2018,Victoria,Government,All,Major Cities,All,Major cities,Years 7-10,91.5,73.3
2018,Victoria,Government,All,Major Cities,All,Major cities,Year 1,93.1,77.8
