Calendar year,State/Territory,School Sector,Sex/Gender,Geolocation,Indigenous Status,Disaggregation,School Year Level,Attendance Rate,Attendance Level
2015,Victoria,Government,All,Remote,All,Remote,Year 8,88,63
2015,Victoria,Government,All,Remote,All,Remote,Year 9,88,68.5
2015,Victoria,Government,All,Remote,All,Remote,Year 10,88.7,67.5
2015,Victoria,All non-government,All,Remote,All,Remote,Years 1-10,95.8,95.2
2015,Victoria,All non-government,All,Remote,All,Remote,Years 1-6,95.8,95.2
2015,Victoria,All non-government,All,Remote,All,Remote,Year 2,95.1,100
2014,Victoria,Government,All,Remote,All,Remote,Years 1-10,91.7,NA
2014,Victoria,Government,All,Remote,All,Remote,Years 1-6,91.9,NA
2014,Victoria,Government,All,Remote,All,Remote,Years 7-10,91.5,NA
2014,Victoria,Government,All,Remote,All,Remote,Year 1,89.5,NA
2014,Victoria,Government,All,Remote,All,Remote,Year 2,89.6,NA
2014,Victoria,Government,All,Remote,All,Remote,Year 3,94.3,NA
2014,Victoria,Government,All,Remote,All,Remote,Year 4,92.4,NA
2014,Victoria,Government,All,Remote,All,Remote,Year 5,92.6,NA
2014,Victoria,Government,All,Remote,All,Remote,Year 6,92.6,NA
2014,Victoria,Government,All,Remote,All,Remote,Year 7,92.5,NA
2014,Victoria,Government,All,Remote,All,Remote,Year 8,92.1,NA
2014,Victoria,Government,All,Remote,All,Remote,Year 9,92.8,NA
2014,Victoria,Government,All,Remote,All,Remote,Year 10,88.2,NA
2014,Victoria,All non-government,All,Remote,All,Remote,Years 1-10,95,NA
2014,Victoria,All non-government,All,Remote,All,Remote,Years 1-6,95,NA
2014,Victoria,All non-government,All,Remote,All,Remote,Year 1,95,NA
